output:0,-1,-1.0,-1.0
output:1,-1,-1.0,-1.0
output:2,-1,-1.0,-1.0
output:3,0,47.58637155146702,-1.0
output:159,0,47.58637155146702,47.58637155146702
output:113,0,79.7782684300695,135.9964068329661
output:30,0,79.7782684300695,79.7782684300695
output:21,0,105.73592115673044,105.73592115673044
output:76,0,116.92191960489737,116.92191960489737
output:4,1,74.83748208968736,-1.0
output:141,1,41.089665399177726,74.83748208968736
output:70,1,41.089665399177726,41.089665399177726
output:105,1,69.51858943043158,94.39720033818247
output:146,1,69.51858943043158,69.51858943043158
output:8,1,76.46854804821248,117.82745887150297
output:28,1,49.75915228183832,76.46854804821248
output:67,1,46.21646417885066,49.75915228183832
output:55,1,46.21646417885066,46.21646417885066
output:101,1,59.30358865001548,59.30358865001548
output:112,1,64.9097331730811,64.9097331730811
output:128,1,72.92691242438707,88.95984983395385
output:36,1,72.92691242438707,72.92691242438707
output:83,1,98.18002474513726,144.3227953389279
output:85,1,98.18002474513726,98.18002474513726
output:35,1,39.67327721019523,152.0005201346452
output:109,1,39.67327721019523,39.67327721019523
output:172,1,128.41688681135807,128.41688681135807
output:118,1,109.03051911091602,163.5286407484765
output:180,1,109.03051911091602,109.03051911091602
output:183,1,142.77017554420735,142.77017554420735
output:94,1,47.198942457701534,175.5552406600957
output:170,1,47.198942457701534,47.198942457701534
output:163,1,118.92915503577238,118.92915503577238
output:154,1,58.392092195120064,199.77568581446036
output:140,1,58.392092195120064,58.392092195120064
output:5,2,78.24597689489487,-1.0
output:32,2,78.24597689489487,78.24597689489487
output:117,2,120.20903706166393,120.20903706166393
output:50,2,121.02895330002956,121.02895330002956
output:6,-1,-1.0,-1.0
output:7,3,34.35736447606817,-1.0
output:93,3,34.35736447606817,34.35736447606817
output:34,3,80.44379788114674,80.44379788114674
output:9,4,173.79894520604708,-1.0
output:201,4,173.79894520604708,173.79894520604708
output:182,4,180.90713365727564,180.90713365727564
output:127,4,196.56622254392744,196.56622254392744
output:10,5,36.11297225166621,-1.0
output:111,5,36.11297225166621,36.11297225166621
output:108,5,190.08047221069276,190.08047221069276
output:11,6,63.11106602303457,-1.0
output:189,6,63.11106602303457,63.11106602303457
output:161,6,41.49044977061034,197.32345224011848
output:168,6,41.49044977061034,41.49044977061034
