output:0,0,174.89954120936125,-1.0
output:9,0,148.70047381663503,174.89954120936125
output:14,0,174.89954120936125,148.70047381663503
output:10,0,169.67545961479595,220.9140360641515
output:60,0,151.03607417558672,169.67545961479595
output:13,0,158.0622157531916,151.03607417558672
output:12,0,158.0622157531916,158.0622157531916
output:11,0,184.6592443261325,158.0622157531916
output:15,0,224.75559751957542,224.75559751957542
output:16,0,288.1392957880577,224.75559751957542
output:71,0,129.7953835699596,305.2529442518617
output:8,0,108.54512233823857,129.7953835699596
output:74,0,129.7953835699596,108.54512233823857
output:35,0,-1.0,494.8020198280938
output:1,1,126.62200172465955,-1.0
output:61,1,90.77828786420066,126.62200172465955
output:2,1,126.62200172465955,90.77828786420066
output:3,1,226.8235400469329,226.8235400469329
output:4,1,424.9745804494933,226.8235400469329
output:5,2,496.67676332182714,-1.0
output:6,2,-1.0,496.67676332182714
output:7,2,-1.0,496.67676332182714
output:17,-1,-1.0,-1.0
output:19,3,419.91800853487524,-1.0
output:28,3,495.07859210921896,419.91800853487524
output:20,3,200.72939684375905,419.91800853487524
output:24,3,152.51125217545427,200.72939684375905
output:27,3,200.72939684375905,152.51125217545427
output:23,3,-1.0,471.78663217279694
output:18,-1,-1.0,-1.0
output:21,-1,-1.0,-1.0
output:22,-1,-1.0,-1.0
output:25,-1,-1.0,-1.0
output:26,-1,-1.0,-1.0
output:29,-1,-1.0,-1.0
output:31,-1,-1.0,-1.0
output:30,-1,-1.0,-1.0
output:34,-1,-1.0,-1.0
output:32,-1,-1.0,-1.0
output:33,-1,-1.0,-1.0
output:38,4,172.408807875478,-1.0
output:58,4,76.41398839092756,172.408807875478
output:37,4,94.5656258893061,76.41398839092756
output:36,4,94.5656258893061,76.41398839092756
output:39,4,155.5570599150735,139.06290625145164
output:42,5,79.79007374161353,-1.0
output:45,5,76.14495268353457,79.79007374161353
output:40,5,61.16861242882431,76.14495268353457
output:49,5,63.01101622798303,61.16861242882431
output:43,5,63.01101622798303,61.16861242882431
output:51,5,76.06644845494212,65.99120836153772
output:52,5,179.76068243123134,165.79331291738933
output:44,5,164.3876659009118,177.18660214623083
output:50,5,154.28259850314896,164.3876659009118
output:46,5,164.3876659009118,154.28259850314896
output:47,5,207.22996742156522,207.22996742156522
output:41,5,237.67347992920105,207.22996742156522
output:48,6,353.28543815026416,-1.0
output:56,6,326.77169132670207,353.28543815026416
output:53,6,353.28543815026416,326.77169132670207
output:55,-1,-1.0,-1.0
output:54,-1,-1.0,-1.0
output:59,-1,-1.0,-1.0
output:57,-1,-1.0,-1.0
output:63,-1,-1.0,-1.0
output:62,-1,-1.0,-1.0
output:68,7,184.03725855955017,-1.0
output:67,7,278.8520964811227,184.03725855955017
output:69,7,184.03725855955017,184.03725855955017
output:70,7,216.5715931697142,184.03725855955017
output:64,-1,-1.0,-1.0
output:65,-1,-1.0,-1.0
output:66,-1,-1.0,-1.0
output:72,-1,-1.0,-1.0
output:73,-1,-1.0,-1.0
output:75,-1,-1.0,-1.0
